Divison,Police Station,Date of Occurrence of the Mugging Incident  (YY/MM/DD),Time of Occurrence,Month,Day,Time,Place of Occurrence of the mugging incident,The way in which mugging was done and property looted,Type of Place,Latitude,Longitute,Date of Report,Victim's Gender,Victim's AGE ,"Type of the 
Vehicle used by the assailants
( 2/3/4 wheeler/Walk)",Vehicle model as identified by the Victim,Vehicle Colour as reported by the victim,Vehicle Number as reported by the victim,Whether CC TV Footage is available ? (Yes/No),Whether the accused was wearing a Helmet or not (Yes/No),Whether the FIR has been Detected/ Undetected ?,,,
NORTH ,Rajajinagar P S,09.11.2014,19:45:00,November,Sunday,18:00-21:00,"IN FRONT OF LAKSHMI BOXES & PACKING, 6TH E CROSS, PRAKASHNAGAR, BENGALURU-21",Snatching while on the move (Accused on bike) from back,On Side Road,12.9896684,77.56084467,27.10.2014,Female,28,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Subramanyanagara P S,07.07.2014,10:00:00,July,Monday,09:00-12:00,"No.105/1, 1st R Block, 20th A main, Rajajinagar",Snatching by walk & escaping with bike,In-front of Victims house,13.00763672,77.549301,07.07.2014,Female,65,2 Wheeler,No,No,No,NO,Yes,Detected,,,
NORTH ,Subramanyanagara P S,07.07.2014,10:00:00,July,Monday,09:00-12:00,"No.105/1, 1st R Block, 20th A main, Rajajinagar",Snatching by walk & escaping with bike,In-front of Victims house,13.00763672,77.549301,07.07.2014,Female,38,2 Wheeler,No,No,No,NO,yes,Detected,,,
NORTH ,Subramanyanagara P S,08.06.2014,7:05:00,June,Sunday,06:00-09:00,"No.1323/14, 8th Main, A Block, Rajajinagar",Snatching by walk & escaping with bike,In-front of Victims house,13.00627203,77.55634398,08.06.2014,Male,35,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Subramanyanagara P S,28.06.2014,8:20:00,June,Saturday,06:00-09:00,"Near Sangollirayanna Park, 13th Main, A block, Rajajinagar",Snatching while on the move (Accused on bike) from back,On Side Road,13.00556193,77.55782274,28.06.2014,Female,67,2 Wheeler,Bajaj Pulsar,Black ,No,NO,yes,Detected,,,
NORTH ,Subramanyanagara P S,03.02.2015,8:30:00,February,Tuesday,06:00-09:00,"4th Main road,, 
Rammohanpuram, Bengaluru
",Snatching by walk & escaping with bike,On Side Road,12.99710879,77.56470486,03.02.2015,Female,46,2 Wheeler,Bajaj Pulsar,Blue,No,Yes,yes,Undetected,,,
NORTH ,Subramanyanagara P S,05.02.2015,17:10:00,February,Thursday,15:00-18:00,"Opp.House No.392, 8th Main 
road Milk Colony, A Block, Rajajinagar 2nd stage, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.99710879,77.56470486,05.02.2015,Female,70,2 Wheeler,Bajaj Pulsar,Black,No,Yes,No,Undetected,,,
NORTH ,Subramanyanagara P S,21.06.2015,18:00:00,June,Sunday,18:00-21:00,"Near Punyadhama Raghavendra Temple, 1st N Block, 9th Cross, Rajajinagar",Snatching while on the move (Accused on bike) from front,On Side Road,13.00480686,77.55277794,21.06.2015,Female,66,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Mahalakshmi Layout P S,29.08.2014,13:10:00,August,Friday,12:00-15:00,"Opp Nayak Hospital, 8th Cross",Presence of more than 1 accused,On a main road,13.00241905,77.54326303,29.08.2014,Female,60,2 Wheeler,Hero Honda Splender,Red,2911,NO,NO,Undetected,,,
NORTH ,Mahalakshmi Layout P S,14.03.2015,8:15:00,March,Saturday,06:00-09:00,"Infront of House No : 615, 10th A Cross, 4th E, Main Road, 2nd stage, WOC
Road, Mahalakshmi layout,Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.99936138,77.54785053,14.03.2015,Female,25,2 Wheeler,Bajaj Pulsar,Black,No,NO,Yes,Undetected,,,
NORTH ,Mahalakshmi Layout P S,16.05.2015,4:45:00,May,Saturday,03:00-06:00,"In front of No J 16, 1st main, Mico layout,, J.C.Nagara, Mahalakshmi layout,
Bengaluru",Accused was on foot,In-front of Victims house,13.00376535,77.54023878,16.05.2015,Female,61,By Walk,No,No,No,NO,No,Undetected,,,
NORTH ,Mahalakshmi Layout P S,09.12.2014,19:00:00,December,Tuesday,18:00-21:00,"Near Vacant Site 9th A Cross, Mahalakshmi Layout",Snatching by walk & escaping with bike,"Near a Park, Walking route",12.99871747,77.54326833,09.12.2014,Female,63,2 Wheeler,No,No,No,NO,Yes,Undetected,,,
NORTH ,Rajagopal Nagar P S,03.08.2014,18:30:00,August,Sunday,18:00-21:00,"texel Engg Factory, 9th cross, ganapatinagar",Accused was on foot,On Side Road,13.02034629,77.51245119,03.08.2014,Female,42,By Walk,No,No,No,NO,No,Detected,,,
NORTH ,Rajagopal Nagar P S,07.12.2014,4:45:00,July,Saturday,03:00-06:00,"Brindavan Road, Rajagopalanagara",Snatching with threat of assault,On Side Road,13.01956935,77.50940044,07.12.2014,Male,40,2 Wheeler,Bajaj Pulsar,No,No,NO,No,Detected,,,
NORTH ,Rajagopal Nagar P S,26.01.2015,20:30:00,January,Monday,18:00-21:00,"Near No-290, 12th Cross, 15th Feet roqad,, Rajeshwari Nagara, Laggere,
Bengaluru",Presence of more than 1 accused,On Side Road,13.01488302,77.51642787,26.01.2015,Male,21,2 Wheeler,Bajaj Pulsar,black,KA-10-H-8068,NO,no,Detected,,,
NORTH ,Rajagopal Nagar P S,26.01.2015,20:30:00,January,Monday,18:00-21:00,"Near No-290, 12th Cross, 15th Feet roqad,, Rajeshwari Nagara, Laggere,
Bengaluru",Presence of more than 1 accused,On Side Road,13.01488302,77.51642787,26.01.2015,Male,23,2 Wheeler,Bajaj Pulsar,black,KA-10-H-8068,NO,no,Detected,,,
NORTH ,Rajagopal Nagar P S,20.12.2014,12:20:00,December,Saturday,12:00-15:00,Near House,Snatching by walk & escaping with bike,On Side Road,13.0059378,77.52845192,20.12.2014,Female,56,2 Wheeler,Bajaj Pulsar,Blue,No,NO,no,Undetected,,,
NORTH ,Rajagopal Nagar P S,07.12.2014,5:00:00,July,Saturday,03:00-06:00,Near Suresh House Srigandhanagar,By other techniques ,On Side Road,13.00076663,77.50670482,07.12.2014,Male,45,2 Wheeler,Bajaj Pulsar,No,No,NO,no,Detected,,,
NORTH ,Nandini Layout PS,12.01.2015,15:30:00,January,Monday,15:00-18:00,"Near BHEL park, Nandini layout Bangalore city. ",Snatching by walk & escaping with bike,"Near a Park, Walking route",13.01130547,77.53207342,12.01.2015,Female,60,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Nandini Layout PS,10.02.2015,19:45:00,February,Tuesday,18:00-21:00,"In Front of House No.28/29, 22nd Main,, Srinivasanagara,
Nandinilayout,Bengaluru city",Snatching by walk & escaping with bike,On Side Road,13.01211616,77.53112455,10.02.2015,Female,50,2 Wheeler,No,Black,No,NO,NO,Detected,,,
NORTH ,Nandini Layout PS,09.05.2015,7:15:00,May,Saturday,06:00-09:00,"Infront of House No- LR 33, LIG Row Houses, Nandini Layout, Bengaluru",Snatching by walk & escaping with bike,On Side Road,13.01152874,77.53964943,09.05.2015,Female,50,2 Wheeler,No,Black,No,NO,NO,Detected,,,
NORTH ,Nandini Layout PS,19.06.2014,5:15:00,June,Thursday,03:00-06:00,Infront of House,Accused was on foot,On Side Road,13.01523515,77.5422059,19.06.2014,Female,54,By Walk,No,NO,No,NO,NO,Detected,,,
NORTH ,Nandini Layout PS,19.09.2014,15:10:00,September,Friday,15:00-18:00,"Near Shiva Temple, Jai Marutinagara",Accused came in 3 or 4 wheeler,"Near Temples, Masque, Church Etc",13.01105428,77.53262426,19.09.2014,Female,75,3 Wheeler,Auto Rikshaw,Green,No,NO,NO,Detected,,,
NORTH ,Yeshwanthapura P S,06.09.2014,14:30:00,September,Saturday,12:00-15:00,"HMT Layout. 9th Main, mattikere",Snatching by walk & escaping with bike,On Side Road,13.01972727,77.55858031,06.09.2014,Female,65,2 Wheeler,BAJAJ PULSAR,BLUE,"KA-01, EH-4354",NO,Yes,Detected,,,
NORTH ,R.M.C. Yard P S,15.08.2014,4:30:00,August,Friday,03:00-06:00,"Near Union Bank of India ATM, Goraguntepalya",Snatching while on the move (Accused on bike) from back,On a main road,13.0269499,77.53528814,15.08.2014,Male,50,2 Wheeler,Bajaj Pulsar,Black,KA-02 EZ-8283. ,NO,NO,Detected,,,
NORTH ,Peenya PS,02.06.2014,18:30:00,June,Monday,18:00-21:00,Near TVS Cross Peenya,Accused was on foot,On Side Road,13.026832,77.5196811,06.02.2014,Female,30,By Walk,No,NO,No,NO,NO,Detected,,,
NORTH ,Peenya PS,20.06.2014,6:00:00,June,Friday,06:00-09:00,"Main Road, Bhavani nagara",Snatching by walk & escaping with bike,On Side Road,13.04288562,77.48309061,20.06.2014,Female,52,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Undetected,,,
NORTH ,Peenya PS,14.07.2014,12:00:00,July,Monday,12:00-15:00,"Near Masjid, Dasarahalli",Accused was on foot,"Near Temples, Masque, Church Etc",13.04468,77.5121533,14.07.2014,Female,52,By Walk,No,no,No,NO,NO,Detected,,,
NORTH ,Peenya PS,16.07.2014,7:00:00,July,Wednesday,06:00-09:00,Infront of House,Snatching by walk & escaping with bike,In-front of Victims house,13.033525,77.5060154,16.07.2014,Female,40,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Peenya PS,25.08.2014,11:30:00,August,Monday,09:00-12:00,Inside Compound,Attention diversion by indulging in small talk,In-front of Victims house,13.04378,77.5179891,25.08.2014,Female,70,By Walk,No,NO,No,NO,NO,Detected,,,
NORTH ,Peenya PS,28.08.2014,21:30:00,August,Thursday,21:00-00:00,Near Shabari School,Snatching by walk & escaping with bike,"Near School, College Etc (Where victim had gone to drop off / pick up child)",13.045114,77.5229618,28.08.2014,Female,48,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Peenya PS,09.08.2014,15:15:00,August,Saturday,15:00-18:00,Near Andanappa Layout,Snatching while on the move (Accused on bike) from front,On Side Road,13.03829,77.4888584,08.09.2014,Female,35,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Peenya PS,14.09.2014,8:30:00,September,Sunday,06:00-09:00,Near Soundarya School Road,Snatching while on the move (Accused on bike) from back,On Side Road,13.048741,77.5057184,14.09.2014,Female,52,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Peenya PS,25.11.2014,13:20:00,November,Tuesday,12:00-15:00,Near House Back Road,Snatching by walk & escaping with bike,On Side Road,13.03191998,77.49837176,25.11.2014,Female,50,2 Wheeler,Bajaj Pulsar,No,No,NO,NO,Detected,,,
NORTH ,Peenya PS,25.11.2014,13:20:00,November,Tuesday,12:00-15:00,Near House Back Road,Snatching by walk & escaping with bike,On Side Road,13.03191998,77.49837176,25.11.2014,Female,32,2 Wheeler,Bajaj Pulsar,No,No,NO,NO,Detected,,,
NORTH ,Peenya PS,03.12.2014,20:00:00,December,Wednesday,18:00-21:00,18th Cross MEI Layout,Accused was on foot,On Side Road,13.06144537,77.49956575,12.03.2014,Female,35,By Walk,No,No,No,NO,NO,Detected,,,
NORTH ,Peenya PS,11.01.2015,11:30:00,January,Sunday,09:00-12:00,"3rd Cross 4th Black HMT Layout, Nagasandra Post, Bangalore",Snatching by walk & escaping with bike,On Side Road,13.03535282,77.5026818,01.11.2015,Female,63,2 Wheeler,No,No,No,NO,NO,Detected,,,
NORTH ,Peenya PS,20.01.2015,14:05:00,January,Tuesday,12:00-15:00,"Infront of House No. 35/2, Rohan Nilaya, 1st Cross, Indira Nagara,Opp: Ganga International School,  Bengaluru",The co-accused was waiting at a distance,On Side Road,13.02735561,77.49719928,20.01.2015,Female,30,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Peenya PS,12.02.2015,9:00:00,February,Thursday,09:00-12:00,"In front of house no 447, 9th Main road,, MEI Layout  Bengaluru",Snatching by walk & escaping with bike,On Side Road,13.05780243,77.50418397,02.12.2015,Female,60,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Peenya PS,20.02.2015,10:30:00,February,Friday,09:00-12:00,"Infront of No.20, behind ganesha temple, 3rd cross, hmt layout,  Bengaluru",Attention diversion by indulging in small talk,On Side Road,13.0367752,77.49875888,20.02.2015,Female,70,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Soladevanahalli P S,20.06.2014,7:30:00,June,Friday,06:00-09:00,"No. 4, Chikkasandra, M.P Layout, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,13.0663363,77.5117782,20.06.2014,Female,60,By Walk,No,No,No,NO,No,Detected,,,
NORTH ,Soladevanahalli P S,20.06.2014,7:30:00,June,Friday,06:00-09:00,"No. 4, Chikkasandra, M.P Layout, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,13.0663363,77.5117782,20.06.2014,Female,60,2 Wheeler,Bajaj Pulsar,Black,No,NO,no,Detected,,,
NORTH ,Soladevanahalli P S,04.09.2014,9:00:00,September,Thursday,06:00-09:00,"Kalathammanahalli Colony, Hesaraghatta Hobli, Bangalore-89",Snatching while on the move (Accused on bike) from front,On Side Road,13.1044161,77.5171539,04.09.2014,Female,50,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Soladevanahalli P S,13.09.2014,11:40:00,September,Saturday,09:00-12:00,"No. 23, Nanjappa Complex, Somashettyhalli, Bangalore",Accused was on foot,On Side Road,13.050666,77.304818,13.09.2014,Female,48,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Soladevanahalli P S,07.02.2015,11:00:00,February,Saturday,09:00-12:00,"In front of Chikkabanavara Railway Station Parking, Place, Chikkabanavara,,
Bengaluru",Accused was on foot,On Side Road,13.0747598,77.5055569,07.02.2015,Female,60,By Walk,No,No,No,NO,NO,Detected,,,
NORTH ,Soladevanahalli P S,03.06.2015,15:30:00,June,Wednesday,15:00-18:00,"Medharahalli road, Dasappanapalya Chikkabanavara",Snatching by walk & escaping with bike,On Side Road,13.081215,77.507453,03.06.2015,Female,78,2 Wheeler,Bajaj Pulsar,Red and Black,MH-11-AD-7606,NO,No,Detected,,,
NORTH ,Gangamma Gudi P S,08.05.2014,8:24:00,May,Thursday,06:00-09:00,"No. 82 Padma Store 2nd Stage, Jalahalli west",Accused was on foot,On Side Road,13.06996271,77.54038473,27.12.2014,Female,30,2 Wheeler,Suzuki Access,White,No,NO,NO,UNDETECTED,,,
NORTH ,Gangamma Gudi P S,23.06.2015,13:15:00,June,Tuesday,12:00-15:00,"No. 108 7th Cross, Lakshmi building, Kamalanagar Main road, Kammagondanahalli Jalahalli West",Snatching with assault,On Side Road,13.06189206,77.53465365,23.06.2015,Female,38,2 Wheeler,BAJAJ PULSAR,BLACK,No,NO,Yes,UNDETECTED,,,
NORTH ,Jalahalli P S,07.07.2014,7:20:00,July,Monday,06:00-09:00,Near Complainant House,By other techniques ,In-front of Victims house,13.14143621,77.55940413,07.07.2014,Female,63,2 Wheeler,Bajaj Discover,BLACK & BLUE,AP 04 AK 4497,NO,YES,Detected,,,
NORTH ,Jalahalli P S,07.07.2014,7:20:00,July,Monday,06:00-09:00,Near Complainant House,By other techniques ,In-front of Victims house,13.14143621,77.55940413,07.07.2014,Female,63,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Jalahalli P S,07.07.2014,7:20:00,July,Monday,06:00-09:00,Near Complainant House,By other techniques ,In-front of Victims house,13.14143621,77.55940413,07.07.2014,Female,63,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Vidyaranyapura PS,07.06.2014,9:20:00,June,Saturday,09:00-12:00,"In Front House No-124, 9th cross, 2nd main, 1st block, BEL Layout, Vidyaranyapura, Bengaluru city, Karnataka, 560097",Snatching while on the move (Accused on bike) from front,On Side Road,13.07213,77.55713,07.06.2014,Male,42,2 Wheeler,Bajaj Pulsar,Black,No,NO,yes,Detected,,,
NORTH ,Vidyaranyapura PS,07.06.2014,9:20:00,June,Saturday,09:00-12:00,"In Front House No-124, 9th cross, 2nd main, 1st block, BEL Layout, Vidyaranyapura, Bengaluru city, Karnataka, 560097",Snatching while on the move (Accused on bike) from front,On Side Road,13.07213,77.55713,07.06.2014,Male,45,2 Wheeler,Bajaj Pulsar,Black,No,NO,yes,Detected,,,
NORTH ,Vidyaranyapura PS,07.06.2014,9:20:00,June,Saturday,09:00-12:00,"In Front House No-124, 9th cross, 2nd main, 1st block, BEL Layout, Vidyaranyapura, Bengaluru city, Karnataka, 560097",Snatching while on the move (Accused on bike) from front,On Side Road,13.07213,77.55713,07.06.2014,Male,51,2 Wheeler,Bajaj Pulsar,Black,No,NO,yes,Detected,,,
NORTH ,Vidyaranyapura PS,07.06.2014,9:20:00,June,Saturday,09:00-12:00,"In Front House No-124, 9th cross, 2nd main, 1st block, BEL Layout, Vidyaranyapura, Bengaluru city, Karnataka, 560097",Snatching while on the move (Accused on bike) from front,On Side Road,13.07213,77.55713,07.06.2014,Male,55,2 Wheeler,Bajaj Pulsar,Black,No,NO,yes,Detected,,,
NORTH ,Vidyaranyapura PS,07.06.2014,9:20:00,June,Saturday,09:00-12:00,"In Front House No-124, 9th cross, 2nd main, 1st block, BEL Layout, Vidyaranyapura, Bengaluru city, Karnataka, 560097",Snatching while on the move (Accused on bike) from front,On Side Road,13.07213,77.55713,07.06.2014,Male,44,2 Wheeler,Bajaj Pulsar,Black,No,NO,yes,Detected,,,
NORTH ,Vidyaranyapura PS,07.06.2014,9:20:00,June,Saturday,09:00-12:00,"In Front House No-124, 9th cross, 2nd main, 1st block, BEL Layout, Vidyaranyapura, Bengaluru city, Karnataka, 560097",Snatching while on the move (Accused on bike) from front,On Side Road,13.07213,77.55713,07.06.2014,Male,56,2 Wheeler,Bajaj Pulsar,Black,No,NO,yes,Detected,,,
NORTH ,Vidyaranyapura PS,25.07.2014,9:30:00,July,Friday,09:00-12:00,"No.680,BEL 3rd Block, 11th Main, ",Snatching while on the move (Accused on bike) from back,On Side Road,13.0727,77.5559,25.07.2014,Female,69,2 Wheeler,No,No,No,NO,Yes,Detected,,,
NORTH ,Vidyaranyapura PS,29.08.2014,13:30:00,August,Friday,12:00-15:00,"HMT Layout. No.5, 1st Block, 11th Main",Snatching while on the move (Accused on bike) from back,On Side Road,13.07542,77.56102,29.08.2014,Female,69,2 Wheeler,Bajaj Pulsar,No,No,NO,NO,Undetected,,,
NORTH ,Vidyaranyapura PS,06.07.2014,6:00:00,July,Sunday,06:00-09:00,"No-608, 6th main road, HMT Layout, Vidyaranyapura, Bengaluru city,",Attention diversion by indulging in small talk,On Side Road,13.0785,77.5589,06.07.2014,Female,60,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Vidyaranyapura PS,04.01.2015,6:30:00,January,Monday,06:00-09:00,"IN FRONT OF HOUSE NO-139, 1ST CROSS, 8TH A MAIN,, SRINIDHILAYOUT, Bangalor",Snatching while on the move (Accused on bike) from back,On Side Road,13.07806898,77.55355777,04.01.2015,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Vidyaranyapura PS,26.02.2015,8:45:00,February,Thursday,06:00-09:00,"Near Kairali Collage, D.B.Sandra, Vidyaranyapura,Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,13.05916938,77.56041279,26.02.2015,Female,48,2 Wheeler,No,Black,No,NO,NO,Undetected,,,
NORTH ,Vidyaranyapura PS,27.04.2015,22:00:00,April,Monday,21:00-00:00,"#87, 9th main, sri muneshwara layout, chayaputra general store, Vaderahalli,  Bengaluru",Snatching by walk & escaping with bike,On Side Road,13.09405193,77.54027504,27.04.2015,Female,38,2 Wheeler,Honda activa,No,No,NO,NO,Detected,,,
NORTH ,Vidyaranyapura PS,10.05.2015,19:56:00,May,Sunday,18:00-21:00,"No.782, 5th Block, HMT layout Vidyaranyapura",Snatching while on the move (Accused on bike) from front,On Side Road,13.0803898,77.5608672,10.05.2015,Female,43,2 Wheeler,Bajaj Pulsar,No,No,NO,NO,Undetected,,,
NORTH ,Vidyaranyapura PS,27.05.2015,21:00:00,May,Wednesday,21:00-00:00,"No.3/15, 2nd cross ,Bharthnagar Hesaragatta, Main Vidayaranyapuar",Snatching by walk & escaping with bike,On Side Road,13.083689,77.548788,27.05.2015,Female,52,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Vidyaranyapura PS,31.05.2015,15:35:00,May,Sunday,15:00-18:00,"No.1135, 7th Block 9th Cross, HMT Layout Vidyaranyapura ",Snatching by walk & escaping with bike,On Side Road,13.08509832,77.56121367,31.05.2015,Female,60,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Vidyaranyapura PS,10.06.2015,5:30:00,June,Wednesday,03:00-06:00,"No.4, Vinayaka Badavane, Teachers colony, Vidyaranyapura ",Snatching while on the move (Accused on bike) from back,On Side Road,13.08509832,77.56121367,10.06.2015,Male,67,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Sanjay Nagar P S,29.08.2014,15:15:00,August,Friday,15:00-18:00,"NO 01, Prashantha nilaya 2nd cross, Devapppa Garden, Naghashettihalli, Sanjaynagar Bangalore, ",Snatching with assault,In-front of Victims house,13.04355924,77.57179675,29.08.2014,Female,61,2 Wheeler,Bajaj Pulsar,Black,No,NO,no,Detected,,,
NORTH ,Sanjay Nagar P S,29.08.2014,15:15:00,August,Friday,15:00-18:00,"NO 01, Prashantha nilaya 2nd cross, Devapppa Garden, Naghashettihalli, Sanjaynagar Bangalore, ",Snatching with assault,In-front of Victims house,13.04355924,77.57179675,29.08.2014,Female,61,2 Wheeler,Bajaj Pulsar,Black,No,NO,yes ,Detected,,,
NORTH ,Sanjay Nagar P S,06.10.2014,6:30:00,October,Monday,06:00-09:00," In front of No 06, 3rd stage, 2nd main, AECS layout, Sanjaynagar Bangalore, ",Snatching by walk & escaping with bike,In-front of Victims house,13.03312262,77.57522567,06.10.2014,Male,68,2 Wheeler,Bajaj Pulsar,Black,No,NO,no,Detected,,,
NORTH ,Sanjay Nagar P S,04.01.2015,6:45:00,January,Sunday,06:00-09:00,"No-67, 7th B
Cross,  U.A.SLayout, sanjay nagar,Bangalore",Attention diversion by indulging in small talk,On Side Road,13.04130971,77.57831908,04.01.2015,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,NO,no,Detected,,,
NORTH ,Sanjay Nagar P S,04.01.2015,6:45:00,January,Sunday,06:00-09:00,"No-67, 7th B
Cross,  U.A.SLayout, sanjay nagar,Bangalore",Attention diversion by indulging in small talk,On Side Road,13.04130971,77.57831908,04.01.2015,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,NO,YES ,Detected,,,
NORTH ,Sanjay Nagar P S,27.01.2015,17:00:00,January,Tuesday,15:00-18:00,"Basappa Layout Road Nagashettihalli Sanjaynagar, ,Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,13.03868232,77.57411267,28.01.2015,Female,58,2 Wheeler,Suzuki Access,Black,KA-01-EM-2762,YES,YES ,Detected,,,
NORTH ,Sanjay Nagar P S,13.05.2015,8:45:00,May,Wednesday,06:00-09:00,"In Front Of House No-32, 1st Floor,, Jaladarshini Lyt, NEW BEL Road, RMV 2ND
STAGE, Bengaluru",Attention diversion by indulging in small talk,On Side Road,13.03216111,77.57289806,13.05.2015,Male,78,2 Wheeler,No,Black,No,NO,NO,Undetected,,,
NORTH ,Sanjay Nagar P S,22.05.2015,4:35:00,May,Friday,03:00-06:00,"M R Garden 3rd cross Near Shobha Appartment, Sanjaynagar, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,13.03106668,77.57856565,22.05.2015,Female,37,2 Wheeler,Honda Dio,Yellow,KA-03-HV-3888,YES,no,Detected,,,
NORTH ,Sanjay Nagar P S,22.05.2015,4:35:00,May,Friday,03:00-06:00,"M R Garden 3rd cross Near Shobha Appartment, Sanjaynagar, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,13.03106668,77.57856565,22.05.2015,Female,37,2 Wheeler,Honda Dio,Yellow,KA-03-HV-3888,YES,YES ,Detected,,,
NORTH ,Sanjay Nagar P S,22.05.2015,4:35:00,May,Friday,03:00-06:00,"M R Garden 3rd cross Near Shobha Appartment, Sanjaynagar, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,13.03106668,77.57856565,22.05.2015,Female,37,2 Wheeler,Honda Dio,Yellow,KA-03-HV-3888,YES,YES ,Detected,,,
WEST,Basaveshwara Nagar PS,03.10.2014,06:30:00,October,Friday,06:00-09:00,"NEAT MODI HOSPITAL BUS STOP, BASAVESWARANAGAR",Snatching by walk & escaping with bike,In-front of Victims house,12.9973531,77.54590267,17.10.2014,Female,43,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Basaveshwara Nagar PS,09.07.2014,15:40:00,June,Monday,15:00-18:00,"15TH D MAIN, 1ST CROSS, 3RD STAGE, 1ST BLOCK,,
BASAVESWARANAGAR.",Snatching while on the move (Accused on bike) from back,On Side Road,12.99685092,77.54264613,07.09.2014,Female,65,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,13.05.2015, 07:15:00,May,Wednesday,06:00-09:00,"2nd A Cross, 1st Block, 3rd Stage,, Basaveswaranagar., Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.99619613,77.54099053,13.05.2015,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Undetected,,,
WEST,Basaveshwara Nagar PS,05.02.2015,17:30:00,February,Thursday,15:00-18:00,"NO. 344, 14th Main, 3rd Stage, 1st Block,, Basaveswaranagar., Bengaluru",Snatching by walk & escaping with bike,On Side Road,12.99444201,77.54063836,02.05.2015,Female,45,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,11.06.2015,06:45:00,June,Thursday,06:00-09:00,"No.5, 5th Cross, 2nd Stage, BEML Layout,, Basaveshwarangar, Bengaluru city ,",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.9943119,77.52964654,11.06.2015,Female,40,2 Wheeler,No,Black,No,No ,Yes,Undetected,,,
WEST,Kamakshipalya PS,21.01.2015,13:30:00,January,Wednesday,12:00-15:00,"No.164, Pipe line road, 13th main, Srinivasanagara sunkadakatte, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.99371956,77.5110567,21.01.2015,Female,25,2 Wheeler,YAMAHA,Red,KA-02-HR-4856,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,12.01.2015,15:00:00,January,Monday,12:00-15:00,"No. 109, 3rd Cross, 3rd Main, 1st Stage,, BEML Layout, Basaveswara Nagar,,
Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.99330735,77.52990195,01.12.2015,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,05.06.2014, 09:45:00,June,Thursday,09:00-12:00,"IN FRONT OF SHIVANNA HOUSE, 4TH CROSS, 3RD MAIN, 2ND PHASE, MANJUNATHA NAGAR. ",Snatching with assault,On Side Road,12.99293498,77.54932451,06.05.2014,Female,70,2 Wheeler,Honda Activa,Silver,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,17.10.2014,06:15:00,October,Friday,06:00-09:00,"No. 471, 1st E Cross, 8th Main, 3rd Stage, 4th Block, Basaveswaranagar. ",Snatching by walk & escaping with bike,In-front of Victims house,12.99243909,77.53664375,17.10.2014,Female,50,2 Wheeler,Honda Activa,Silver,No,No ,Yes,Detected,,,
